split,split_filename,config_i,context,dropout,ensemble_size,features,learning_rate,merge_method,n_hidden,n_units,residual_depth,data,cache,labels,structure_column,epochs,batch_size,val_data,rmse,pearson_r,spearman_rho,model_class,n_parameters
training,data/train/train/data.csv,12,,0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8220020532608032,0.24594730798548345,0.22371198014972615,bilinear-fp,812163
validation,data/train/validation/data.csv,12,,0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.5520732402801514,0.29825569255404605,0.3387008857131081,bilinear-fp,812163
test,data/train/test/data.csv,12,,0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0031235218048096,0.25131403303395417,0.23918896243398108,bilinear-fp,812163
training,data/train/train/data.csv,130,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2447477579116821,0.7496054783519518,0.7198967980631996,bilinear-fp,285243
validation,data/train/validation/data.csv,130,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.3451658487319946,0.6667351126653628,0.5325907566119763,bilinear-fp,285243
test,data/train/test/data.csv,130,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.4552446603775024,0.7042887598567307,0.6922527751702745,bilinear-fp,285243
training,data/train/train/data.csv,131,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2289683818817139,0.7571752895246707,0.7276832608669043,bilinear-fp,299643
validation,data/train/validation/data.csv,131,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.3993051052093506,0.6456201097220424,0.5431078794954873,bilinear-fp,299643
test,data/train/test/data.csv,131,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.4349825382232666,0.7143797498680109,0.7023832392428846,bilinear-fp,299643
training,data/train/train/data.csv,132,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2211576700210571,0.7614814684509232,0.7320553189922009,bilinear-fp,624507
validation,data/train/validation/data.csv,132,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.330288290977478,0.6733628883179359,0.5626464066492105,bilinear-fp,624507
test,data/train/test/data.csv,132,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.4300587177276611,0.7188810400528611,0.7085863002596603,bilinear-fp,624507
training,data/train/train/data.csv,133,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1928828954696655,0.7729007146537239,0.7463209426635065,bilinear-fp,655611
validation,data/train/validation/data.csv,133,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.300611138343811,0.7024513258435148,0.5796457275312464,bilinear-fp,655611
test,data/train/test/data.csv,133,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.3941807746887207,0.732944647740576,0.7207966291423804,bilinear-fp,655611
training,data/train/train/data.csv,134,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2319858074188232,0.7555310794113366,0.7275901411080882,bilinear-fp,682683
validation,data/train/validation/data.csv,134,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.3955345153808594,0.6507141273162378,0.5428777271409219,bilinear-fp,682683
test,data/train/test/data.csv,134,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.4388823509216309,0.7122499168783393,0.7006818170183576,bilinear-fp,682683
training,data/train/train/data.csv,135,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.229480504989624,0.7572538739396059,0.7258637603042616,bilinear-fp,237603
validation,data/train/validation/data.csv,135,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.3188116550445557,0.6767490849759662,0.5431238503367581,bilinear-fp,237603
test,data/train/test/data.csv,135,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.4331483840942383,0.7163152743303698,0.7043727038361274,bilinear-fp,237603
training,data/train/train/data.csv,136,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.23590087890625,0.7538151313662882,0.7233230150209856,bilinear-fp,349011
validation,data/train/validation/data.csv,136,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.3245328664779663,0.6928796371362727,0.5334777507386742,bilinear-fp,349011
test,data/train/test/data.csv,136,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.4377397298812866,0.7132148086592367,0.7017918319071978,bilinear-fp,349011
training,data/train/train/data.csv,137,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.20126473903656,0.7700048963921544,0.7371161462381397,bilinear-fp,352323
validation,data/train/validation/data.csv,137,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.3262578248977661,0.6907297465842798,0.5448197959672338,bilinear-fp,352323
test,data/train/test/data.csv,137,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.401265263557434,0.7315609768501439,0.7148636849449655,bilinear-fp,352323
training,data/train/train/data.csv,138,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9449079036712646,0.8647819248350577,0.8520653785397351,bilinear-fp,1848891
validation,data/train/validation/data.csv,138,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1303313970565796,0.7864455121979282,0.6327637848902524,bilinear-fp,1848891
test,data/train/test/data.csv,138,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1339223384857178,0.833598032143009,0.8250675536198429,bilinear-fp,1848891
training,data/train/train/data.csv,139,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9131516218185425,0.874349521374319,0.8630735625849904,bilinear-fp,1968699
validation,data/train/validation/data.csv,139,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1579939126968384,0.7775782928649868,0.6137705088090641,bilinear-fp,1968699
test,data/train/test/data.csv,139,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1002665758132935,0.843705246078792,0.8354547278825721,bilinear-fp,1968699
training,data/train/train/data.csv,13,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8235584497451782,0.24255192523500646,0.22014310876634735,bilinear-fp,921843
validation,data/train/validation/data.csv,13,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.5584039688110352,0.2970211463324148,0.33404474962145364,bilinear-fp,921843
test,data/train/test/data.csv,13,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.003504991531372,0.24753911453477379,0.23560821119334222,bilinear-fp,921843
training,data/train/train/data.csv,140,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9630131125450134,0.8593802810481411,0.8454006565713377,bilinear-fp,1983099
validation,data/train/validation/data.csv,140,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1000585556030273,0.7912058485873122,0.618732036018443,bilinear-fp,1983099
test,data/train/test/data.csv,140,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1438794136047363,0.8312644587894734,0.8227448890800039,bilinear-fp,1983099
training,data/train/train/data.csv,141,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.8655184507369995,0.8877795949778208,0.8805951637743289,bilinear-fp,3782523
validation,data/train/validation/data.csv,141,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1223182678222656,0.7853195893054687,0.640474020507236,bilinear-fp,3782523
test,data/train/test/data.csv,141,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0756820440292358,0.8510183207500139,0.8451586519268112,bilinear-fp,3782523
training,data/train/train/data.csv,142,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.8385866284370422,0.8950987428390643,0.8886305635332706,bilinear-fp,3911931
validation,data/train/validation/data.csv,142,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1141037940979004,0.7868470212296054,0.6392246178194818,bilinear-fp,3911931
test,data/train/test/data.csv,142,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0629940032958984,0.8544036700527585,0.8474863087844852,bilinear-fp,3911931
training,data/train/train/data.csv,143,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9155052900314331,0.8734995512253607,0.8625700256670293,bilinear-fp,3939003
validation,data/train/validation/data.csv,143,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.117676854133606,0.79573648244462,0.6311360479819677,bilinear-fp,3939003
test,data/train/test/data.csv,143,['endpoint:hash'],0.0,3,[['clogp']],1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1055060625076294,0.8419671535691301,0.8345369607518294,bilinear-fp,3939003
training,data/train/train/data.csv,144,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8466135263442993,0.1869063916435866,0.16930802402531345,bilinear-fp,172563
validation,data/train/validation/data.csv,144,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.693182349205017,0.1315888940426443,0.14704942766685689,bilinear-fp,172563
test,data/train/test/data.csv,144,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0262258052825928,0.20594850463222134,0.19760882624355153,bilinear-fp,172563
training,data/train/train/data.csv,145,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8443357944488525,0.19327018195070708,0.1763271871396051,bilinear-fp,347571
validation,data/train/validation/data.csv,145,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6782951354980469,0.15513943096111524,0.16350008514912948,bilinear-fp,347571
test,data/train/test/data.csv,145,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.025658369064331,0.2084608403621598,0.1985347984323616,bilinear-fp,347571
training,data/train/train/data.csv,146,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8433972597122192,0.19596714557675882,0.17871558129147894,bilinear-fp,350883
validation,data/train/validation/data.csv,146,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6837542057037354,0.14547691762356973,0.15879836933956037,bilinear-fp,350883
test,data/train/test/data.csv,146,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0241236686706543,0.21417533781306708,0.20250667790301127,bilinear-fp,350883
training,data/train/train/data.csv,147,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8061691522598267,0.27853571102793084,0.2547564922033279,bilinear-fp,1401987
validation,data/train/validation/data.csv,147,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.653582215309143,0.1902169752552499,0.20099913783288448,bilinear-fp,1401987
test,data/train/test/data.csv,147,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.995421290397644,0.25569455118919754,0.24599427562263138,bilinear-fp,1401987
training,data/train/train/data.csv,148,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8066163063049316,0.2777585305543344,0.2538879167720209,bilinear-fp,1585395
validation,data/train/validation/data.csv,148,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.639171838760376,0.18673352926382747,0.19732671559421458,bilinear-fp,1585395
test,data/train/test/data.csv,148,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0021870136260986,0.2533828905257283,0.24321193947318093,bilinear-fp,1585395
training,data/train/train/data.csv,149,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8032021522521973,0.28480742770154704,0.26107913289383794,bilinear-fp,1599795
validation,data/train/validation/data.csv,149,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.655372142791748,0.15740580953847522,0.1755673638015942,bilinear-fp,1599795
test,data/train/test/data.csv,149,,0.0,3,"[['clogp', 'transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0013411045074463,0.25618173053467436,0.2458469764145756,bilinear-fp,1599795
training,data/train/train/data.csv,14,,0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8235570192337036,0.24332626143310987,0.22102590116400214,bilinear-fp,936243
validation,data/train/validation/data.csv,14,,0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.5713328123092651,0.2953243852874591,0.33087272624704334,bilinear-fp,936243
test,data/train/test/data.csv,14,,0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.001051425933838,0.25211425288722045,0.23949017487679405,bilinear-fp,936243
